right_song,total_count,is_right_probability
杀破狼,41,0.4634146341463415
爱就一个字,40,0.575
追光者,39,0.5384615384615384
说好的幸福呢,38,0.6052631578947368
心雨,37,0.5945945945945946
六月的雨,37,0.4594594594594595
追梦人,35,0.6285714285714286
逍遥叹,34,0.5
野百合也有春天,33,0.5454545454545454
说谎,32,0.59375
最熟悉的陌生人,31,0.5806451612903226
梦驼铃,31,0.6451612903225806
体面,31,0.5483870967741935
有个爱你的人不容易,30,0.5666666666666667
一直很安静,30,0.5
心跳,29,0.41379310344827586
平凡之路,28,0.4642857142857143
至少还有你,27,0.5925925925925926
我最亲爱的,26,0.19230769230769232
此生不换,25,0.56
狮子座,25,0.4
用情,23,0.5217391304347826
花田错,23,0.4782608695652174
贝加尔湖畔,23,0.4782608695652174
浪人情歌,22,0.7272727272727273
让我一次爱个够,22,0.7272727272727273
野狼disco,20,0.4
祝福,19,0.631578947368421
三国恋,19,0.5263157894736842
偏爱,17,0.47058823529411764
认错,16,0.5
彩虹,15,0.4
生生世世爱,14,0.6428571428571429
日不落,14,0.5714285714285714
芒种,14,0.5714285714285714
慢慢喜欢你,13,0.5384615384615384
做你的男人,13,0.3076923076923077
选择,12,0.6666666666666666
忘记时间,12,0.5
背叛,11,0.36363636363636365
岁月神偷,11,0.6363636363636364
爱转角,11,0.5454545454545454
阿刁,10,0.4
红颜旧,10,0.5
晚秋,10,0.5
我们的歌,9,0.3333333333333333
舍不得,9,0.2222222222222222
只对你有感觉,9,0.5555555555555556
天使的翅膀,8,0.5
涛声依旧,8,0.5
孤单心事,8,0.5
青苹果乐园,8,0.375
让我欢喜让我忧,8,0.5
归去来,8,0.375
最美的期待,8,0.875
为你写诗,8,0.5
谁的眼泪在飞,7,0.42857142857142855
仰望,7,0.42857142857142855
过客,6,0.6666666666666666
青梅竹马,6,0.3333333333333333
弯弯的月亮,6,0.5
一代女皇,5,0.4
羞答答的玫瑰静悄悄地开,5,0.8
特务J,5,0.4
将军令,5,0.2
感恩的心,5,0.6
风中有朵雨做的云,5,0.2
当我要走的时候,5,0.6
爱的主打歌,4,1.0
千万次的问,4,0.75
High歌,4,0.75
这就是爱,4,0.25
红色高跟鞋,4,0.25
归去来兮,4,0.75
知足,4,0.25
缘分一道桥,4,0.75
没有情人的情人节,3,0.3333333333333333
最美,3,0.0
往后余生,2,0.5
Sofia,2,0.0
黄昏,2,0.5
野花,2,0.0
明月圆如泪,2,1.0
醉拳,2,0.5
怀念青春,2,1.0
寂寞寂寞就好,2,0.5
另一个天堂,2,0.5
嚣张,2,1.0
回忆那么伤,2,0.5
冰雨,2,0.5
红玫瑰,2,0.5
绿色,2,0.0
假如,2,1.0
倔强,2,0.5
米兰的小铁匠,2,0.5
刚好遇见你,2,0.5
冬季到台北来看雨,2,0.5
你究竟有几个好妹妹,2,0.0
乱舞春秋,2,0.5
我是如此相信,2,0.5
我想更懂你,2,0.5
我很好，那么你呢？,2,0.0
最重要的决定,2,0.5
一个人去巴黎,2,0.5
执着,2,0.5
雾里看花,2,0.5
青春住了谁,1,0.0
1987我不知会遇见你,1,1.0
Call Out My Name,1,0.0
Ebony And Ivory,1,0.0
Ei Ei,1,1.0
Father Stretch My Hands Pt. 1,1,0.0
Hometown Glory,1,1.0
I Don't Miss You,1,0.0
Never Say Goodbye,1,0.0
My Boo,1,0.0
Mojito,1,1.0
重来,1,0.0
醉清风,1,1.0
酒家,1,0.0
那个女孩,1,1.0
一个人的北京,1,1.0
いつも何度でも,1,0.0
แพ้ทาง,1,1.0
แค่ได้เป็นคนสุดท้ายที่เธอคิดถึง,1,0.0
เจอกับตัวเอง...ถึงรู้,1,1.0
อย่าปล่อยมือ,1,0.0
อยากมีพี่สาว,1,1.0
หากบ่เคยฮักอ้าย,1,0.0
Мастерство обманывать себя,1,1.0
改写人生,1,0.0
摩天轮的思念,1,0.0
指望,1,1.0
抱一下就好,1,0.0
折叠式爱情,1,1.0
我还想她,1,0.0
最后的温柔,1,0.0
替我爱你,1,0.0
暗示分离,1,1.0
暖暖,1,0.0
晚安,1,1.0
是想你的声音啊,1,0.0
星星失眠,1,1.0
易燃易爆炸,1,0.0
时间飞行,1,0.0
无翼而飞,1,0.0
感谢你曾来过,1,0.0
想见你想见你想见你,1,0.0
想太多,1,0.0
想你的夜,1,0.0
梦一场,1,0.0
桃花红杏花白,1,0.0
枫,1,0.0
本草纲目,1,1.0
朋友别哭,1,1.0
我的幸福刚刚好,1,1.0
我是一只鱼,1,0.0
我想,1,1.0
我喜欢,1,1.0
新写的旧歌,1,1.0
断桥残雪,1,1.0
斑马，斑马,1,1.0
开不了口,1,1.0
庐州月,1,0.0
没谈过恋爱,1,1.0
永远永远,1,0.0
梨花落,1,1.0
情歌王,1,0.0
恋爱ing,1,1.0
怎么能忘了,1,0.0
念旧,1,0.0
心如刀割,1,0.0
心墙,1,0.0
心似狂潮,1,0.0
我们能不能不分手,1,0.0
我们的时光,1,1.0
慢慢来比较快,1,1.0
愿得一人心,1,0.0
孤枕难眠,1,0.0
姐姐真漂亮,1,1.0
温柔,1,1.0
浪花一朵朵,1,0.0
浪人琵琶,1,1.0
洋葱,1,0.0
泉水叮咚,1,0.0
布拉格广场,1,1.0
山丹丹花开红艳艳,1,0.0
尚好的青春,1,0.0
少年强,1,1.0
小狐狸,1,1.0
小女孩,1,0.0
影子的影子,1,1.0
当你走了,1,0.0
弱水三千,1,0.0
天外来物,1,1.0
爱很简单,1,1.0
爱很疯,1,1.0
爱已结束,1,1.0
爱太空,1,1.0
爱久见人心,1,1.0
烟火里的尘埃,1,0.0
灰色空间,1,0.0
火海,1,1.0
火力全开,1,0.0
对不起,1,1.0
寂寞的人伤心的歌,1,0.0
宠爱吖,1,0.0
宠坏,1,1.0
宝贝,1,1.0
孤独的牧羊人,1,1.0
城里的月光,1,1.0
爱要有你才完美,1,0.0
爱要坦荡荡,1,0.0
爱相随,1,0.0
爱的回归线,1,1.0
爱的世界,1,1.0
爱我的人和我爱的人,1,0.0
爱情这杯酒谁喝都得醉,1,0.0
爱情小丑,1,1.0
如河,1,0.0
如果我是一首歌,1,0.0
如果当时,1,0.0
好好爱老婆,1,1.0
好好爱个女孩,1,0.0
好几年,1,1.0
太烦恼,1,0.0
只是忘了回家的路,1,1.0
只因为你,1,0.0
男人的好,1,0.0
甜到爆表,1,0.0
甘心情愿,1,1.0
猪猪侠,1,1.0
坏姐姐,1,0.0
在爱里等你,1,0.0
嘻哈帝国,1,1.0
咖喱咖喱,1,1.0
告白气球,1,0.0
吹眼睛,1,1.0
天使与海豚,1,0.0
大海,1,1.0
大哥别杀我,1,1.0
夏至未至,1,0.0
原来她不够爱我,1,1.0
卡通人生,1,0.0
半城烟沙,1,1.0
稳稳的幸福,1,0.0
秋风松树寄知音,1,1.0
秋天不回来,1,1.0
离人愁,1,0.0
祝我生日快乐,1,0.0
祝你一路顺风,1,1.0
碰碰,1,1.0
看我72变,1,1.0
听说当初你找过我,1,1.0
听不到,1,0.0
只要平凡,1,0.0
只要你过的比我好,1,0.0
只要你过得比我好,1,0.0
北极星的眼泪,1,0.0
北京北京,1,1.0
勇敢的心,1,0.0
制造浪漫,1,0.0
到现在还爱你,1,0.0
别问我是谁,1,0.0
初见,1,0.0
分裂,1,0.0
粉红泡泡的星空,1,0.0
类似爱情,1,0.0
第三者,1,0.0
童话幻灭,1,0.0
窃爱,1,0.0
空空,1,1.0
句号,1,1.0
原谅不美好,1,0.0
像暗杀似的绕到背后突然拥抱你,1,1.0
偏执,1,0.0
假装我们没爱过,1,1.0
借酒浇愁,1,0.0
修炼爱情,1,1.0
编号89757,1,0.0
给自己的歌,1,1.0
给我一个拥抱,1,0.0
红叶斜落我心寂寞时,1,0.0
出卖我,1,0.0
凤凰花开的路口,1,0.0
冬天的秘密,1,1.0
再见青春,1,1.0
再见,1,1.0
免费教学录影带,1,0.0
匿名的安慰,1,1.0
五环之歌,1,0.0
苏幕遮,1,1.0
花蝴蝶,1,1.0
花海,1,0.0
花心,1,1.0
自由飞翔,1,1.0
你陪我一程 我念你一生,1,1.0
你给我多少时间,1,0.0
你的背包,1,0.0
你的万水千山,1,0.0
你是我曾经拼了命爱过的人,1,1.0
你明明就很在乎我,1,1.0
你会遇见更好的人,1,0.0
你一定要幸福,1,0.0
伤心花,1,0.0
像鱼,1,1.0
记念,1,0.0
记事本,1,0.0
觉悟,1,0.0
蛇舞,1,0.0
蓝莲花,1,0.0
买条街,1,0.0
买它,1,1.0
为你而战,1,1.0
为你疯狂,1,1.0
会跳舞的文艺青年,1,0.0
伊人如梦,1,1.0
他不懂,1,1.0
今夜你会不会想起我,1,0.0
人间不值得,1,0.0
人为情叹,1,0.0
亲亲我的宝贝,1,1.0
Комбат,1,0.0
Изучай своих подчиненных,1,0.0
还是好朋友,1,0.0
还可以爱吗,1,1.0
蹦迪计划,1,1.0
请别说爱我,1,1.0
三分钟,1,1.0
一生中最爱,1,0.0
一口气全念对,1,0.0
不管有多苦,1,0.0
不用去猜,1,0.0
不爱我,1,0.0
不必在乎我是谁,1,0.0
不再联系,1,0.0
下沙,1,1.0
下一秒,1,0.0
I Hope You’re Happy Now,1,0.0
青城山下白素贞,1,0.0
雨下一整晚,1,0.0
陷阱,1,1.0
阿果吉曲,1,1.0
问情,1,0.0
When We Were Young,1,1.0
Taki Taki,1,0.0
Starving,1,1.0
Shape of You,1,0.0
Señorita,1,0.0
Sen Menga Kerak,1,1.0
Seguir,1,0.0
Say Say Say,1,1.0
Run Free,1,1.0
Quit,1,0.0
无期,1,1.0
无名之辈,1,1.0
新鲜,1,0.0
黑蝙蝠中队,1,1.0
麻雀,1,0.0
魔鬼中的天使,1,0.0
骄傲的少年,1,1.0
飘雪,1,1.0
风雨西关情,1,1.0
领悟,1,1.0
Mask Off,1,1.0
Manta,1,0.0
MIDDLE CHILD,1,1.0
Love!,1,0.0
J'oublie,1,0.0
Inside Your Heaven,1,0.0
