right_song,total_count,is_right_probability
为爱痴狂,4888,0.8709083469721768
当爱在靠近,4803,0.7359983343743494
一辈子的孤单,4761,0.8806973324931737
红日,4733,0.7029368265370801
九百九十九朵玫瑰,4592,0.9065766550522648
好汉歌,4588,0.9067131647776809
精忠报国,4491,0.8744154976619907
玫瑰玫瑰我爱你,4464,0.8779121863799283
千年等一回,4425,0.9351412429378531
南屏晚钟,4411,0.792110632509635
霸王别姬,4381,0.8235562656927642
青青河边草,4379,0.9326330212377255
送别,4346,0.5216290842153705
因为爱情,4303,0.9223797350685569
敖包相会,4101,0.6761765423067545
你是我胸口永远的痛,4080,0.8659313725490196
九九艳阳天,4009,0.9239211773509604
漫步人生路,4000,0.7075
洪湖水浪打浪,3946,0.91409021794222
沉默是金,3929,0.66938152201578
一言难尽,3833,0.7537177145838768
真的爱你,3740,0.7676470588235295
心太软,3727,0.9187013683928092
忘情水,3703,0.8595733189305969
演员,3644,0.6838638858397366
可惜没如果,3620,0.8140883977900553
独角戏,3617,0.799557644456732
大城小爱,3613,0.6648214779961251
让她降落,3599,0.7782717421505974
挪威的森林,3596,0.8050611790878754
鸭子,3558,0.8285553681843733
发如雪,3556,0.7455005624296963
一千年以后,3548,0.7116685456595265
波斯猫,3545,0.8648801128349789
值得,3506,0.7518539646320593
寂寞沙洲冷,3489,0.7546574949842362
驼铃,3489,0.6927486385783892
味道,3467,0.8110758580905683
模特,3466,0.5219272937103289
我等到花儿也谢了,3432,0.5131118881118881
死了都要爱,3422,0.9035651665692578
奇妙能力歌,3420,0.585672514619883
永不失联的爱,3366,0.7644087938205585
千里之外,3353,0.9117208470026842
男孩,3306,0.5786448880822747
菊花台,3305,0.7116490166414523
今天你要嫁给我,3304,0.8774213075060533
求佛,3281,0.5659859798841816
剑心,3255,0.647926267281106
打靶归来,3252,0.8185731857318573
时间煮雨,3246,0.6244608749229821
一念之间,3230,0.7520123839009288
后来的我们,3202,0.8032479700187383
过火,3201,0.6316776007497656
说散就散,3189,0.667293822514895
你快回来,3160,0.8041139240506329
夜曲,3056,0.6803010471204188
董小姐,3045,0.8673234811165845
红尘有你,3043,0.7771935589878409
痴心绝对,2835,0.7354497354497355
白天不懂夜的黑,2795,0.821824686940966
曹操,2762,0.6444605358435916
理想三旬,2752,0.5559593023255814
真心英雄,2749,0.6522371771553293
倩女幽魂,2688,0.6413690476190477
借我,2488,0.6446945337620579
成全,2436,0.6798029556650246
伤心1999,2276,0.8264499121265377
花香,2199,0.6816734879490678
认真的雪,2197,0.8065543923532089
云烟成雨,2184,0.7605311355311355
我爱你中国,2099,0.771796093377799
为你我受冷风吹,2081,0.6991830850552619
风的季节,2073,0.6912686927158708
不得不爱,1888,0.7552966101694916
听说爱情回来过,1807,0.6153846153846154
乌云中,1806,0.6411960132890365
不想长大,1754,0.8882554161915621
不浪漫罪名,1672,0.5962918660287081
牧羊曲,1642,0.630937880633374
Wait Wait Wait,1503,0.854956753160346
黄土高坡,1462,0.5499316005471956
无怨无悔爱着你,1443,0.6209286209286209
谁明浪子心,1406,0.5583214793741109
有没有人告诉你,1365,0.7846153846153846
他不爱我,1291,0.6010844306738962
别怕我伤心,1268,0.6222397476340694
星语心愿,1262,0.6038034865293186
花房姑娘,1228,0.505700325732899
为了谁,1200,0.6525
Papillon,1165,0.759656652360515
三月里的小雨,1132,0.7385159010600707
听海,1083,0.7608494921514312
从头再来,1080,0.6648148148148149
美丽的神话,1059,0.6355051935788479
中国话,1054,0.5967741935483871
信仰,998,0.564128256513026
大碗宽面,916,0.6713973799126638
不是我不明白,886,0.5135440180586908
星月神话,875,0.6091428571428571
青花瓷,856,0.6834112149532711
映山红,846,0.7470449172576832
红豆,820,0.5195121951219512
太想爱你,814,0.597051597051597
宽容,759,0.525691699604743
我的歌声里,741,0.6099865047233468
终于明白,739,0.5764546684709067
征服,713,0.6816269284712483
乡间的小路,706,0.5594900849858357
月亮之上,674,0.7952522255192879
天天想你,673,0.7355126300148589
我和你,663,0.4856711915535445
雁南飞,656,0.7073170731707317
我是真的爱你,652,0.5245398773006135
难以抗拒你容颜,649,0.5007704160246533
我和我的祖国,644,0.6335403726708074
你是我心内的一首歌,631,0.6038034865293186
一万个舍不得,610,0.8098360655737705
月光,539,0.614100185528757
不要对他说,525,0.5638095238095238
明月千里寄相思,524,0.5725190839694656
等一分钟,503,0.8031809145129225
我们不一样,471,0.6348195329087049
如果没有你,452,0.5619469026548672
千年泪,448,0.5625
相约一九九八,420,0.5642857142857143
蒙娜丽莎的眼泪,411,0.5450121654501217
一眼万年,396,0.5404040404040404
东方红,394,0.6116751269035533
爱情转移,393,0.5979643765903307
海草舞,387,0.7054263565891473
笨小孩,368,0.5625
小白杨,362,0.5331491712707183
有一点动心,342,0.5409356725146199
三寸天堂,339,0.5073746312684366
小酒窝,338,0.6597633136094675
花儿为什么这样红,300,0.5866666666666667
等你的季节,300,0.57
学猫叫,295,0.5830508474576271
其实你不懂我的心,288,0.5729166666666666
突然好想你,277,0.6028880866425993
千纸鹤,274,0.5620437956204379
一二三四歌,272,0.6213235294117647
白月光,255,0.5725490196078431
一念执着,244,0.5286885245901639
沙漠骆驼,244,0.6352459016393442
我怀念的,239,0.5774058577405857
稻香,236,0.5508474576271186
在那桃花盛开的地方,233,0.5278969957081545
无愧于心,216,0.5092592592592593
你走你的路,215,0.5767441860465117
从开始到现在,209,0.48325358851674644
咱当兵的人,208,0.4855769230769231
画心,202,0.6089108910891089
光年之外,197,0.6243654822335025
等待,188,0.5212765957446809
热情的沙漠,187,0.5614973262032086
走进新时代,185,0.5513513513513514
说好的幸福呢,173,0.4508670520231214
爱就一个字,167,0.47904191616766467
爱你一万年,167,0.6526946107784432
伤心太平洋,164,0.5365853658536586
杀破狼,163,0.5705521472392638
走四方,162,0.49382716049382713
年少有为,161,0.6211180124223602
心跳,152,0.4868421052631579
追梦人,146,0.5547945205479452
我最亲爱的,140,0.5571428571428572
往事只能回味,140,0.5
六月的雨,136,0.5
最熟悉的陌生人,136,0.5
说谎,135,0.5407407407407407
追光者,133,0.518796992481203
野百合也有春天,127,0.47244094488188976
有个爱你的人不容易,124,0.5241935483870968
狮子座,118,0.5254237288135594
至少还有你,117,0.5384615384615384
逍遥叹,115,0.5043478260869565
心雨,114,0.49122807017543857
梦驼铃,113,0.4336283185840708
体面,112,0.4732142857142857
花田错,99,0.5353535353535354
浪人情歌,99,0.47474747474747475
一直很安静,96,0.53125
平凡之路,96,0.5625
用情,93,0.5913978494623656
三国恋,83,0.46987951807228917
让我一次爱个够,82,0.47560975609756095
此生不换,80,0.45
贝加尔湖畔,76,0.5394736842105263
祝福,75,0.52
彩虹,73,0.4520547945205479
偏爱,72,0.5
认错,69,0.5507246376811594
日不落,67,0.5373134328358209
做你的男人,67,0.5223880597014925
野狼disco,64,0.53125
生生世世爱,58,0.5344827586206896
爱转角,56,0.5178571428571429
选择,56,0.625
芒种,54,0.4444444444444444
我们的歌,46,0.4782608695652174
慢慢喜欢你,46,0.5869565217391305
背叛,45,0.4888888888888889
忘记时间,43,0.627906976744186
岁月神偷,41,0.5609756097560976
让我欢喜让我忧,39,0.6153846153846154
舍不得,37,0.5675675675675675
红颜旧,36,0.6111111111111112
青苹果乐园,36,0.5277777777777778
谁的眼泪在飞,32,0.46875
过客,31,0.45161290322580644
阿刁,29,0.5172413793103449
天使的翅膀,28,0.5357142857142857
归去来,26,0.4230769230769231
风中有朵雨做的云,26,0.5384615384615384
青梅竹马,25,0.44
孤单心事,23,0.4782608695652174
最美的期待,22,0.6363636363636364
感恩的心,21,0.47619047619047616
羞答答的玫瑰静悄悄地开,21,0.3333333333333333
仰望,20,0.35
没有情人的情人节,18,0.5
一代女皇,17,0.4117647058823529
缘分一道桥,17,0.5882352941176471
只对你有感觉,17,0.5294117647058824
晚秋,16,0.5
红色高跟鞋,14,0.42857142857142855
为你写诗,13,0.5384615384615384
冬季到台北来看雨,13,0.3076923076923077
你究竟有几个好妹妹,13,0.46153846153846156
归去来兮,12,0.5833333333333334
涛声依旧,12,0.6666666666666666
当我要走的时候,11,0.5454545454545454
这就是爱,10,0.4
野花,10,0.4
弯弯的月亮,10,0.5
将军令,10,0.7
特务J,9,0.4444444444444444
假如,8,0.5
寂寞寂寞就好,8,0.625
爱的主打歌,8,1.0
执着,8,0.25
千万次的问,7,0.5714285714285714
当你走了,6,0.6666666666666666
雾里看花,6,0.5
最美,5,0.8
怀念青春,5,1.0
High歌,5,0.6
刚好遇见你,4,0.75
醉清风,4,0.25
那些花儿,3,0.6666666666666666
陪着你走,3,0.6666666666666666
可不可以给我你的微信？,3,0.3333333333333333
超级喜欢你,3,0.6666666666666666
嘻哈帝国,3,0.0
一路向北,3,0.0
别让我一个人醉,3,0.6666666666666666
绿色,3,0.6666666666666666
离歌,3,0.3333333333333333
Tonight I Wanna Cry,3,0.6666666666666666
盗心贼,3,0.3333333333333333
乱舞春秋,3,0.3333333333333333
我想有个家,3,0.0
倔强,3,0.3333333333333333
偏执,3,0.6666666666666666
比你更爱我的人,3,0.6666666666666666
Så Længe Det Varer,3,0.6666666666666666
千百度,2,0.5
Quit,2,0.5
回家,2,1.0
嚣张,2,0.0
匆匆,2,1.0
园游会,2,0.0
听见有人叫你宝贝,2,0.5
听不到,2,0.5
诚实地想你,2,0.5
记事本,2,0.5
Meet Me Halfway,2,0.5
Marry Me,2,0.5
Hold It Against Me,2,1.0
I wanted you,2,0.5
善变,2,0.5
请先说你好,2,0.0
赤伶,2,1.0
谢谢爱,2,1.0
那个女孩,2,0.5
那片海,2,1.0
阿果吉曲,2,0.0
厚颜无耻,2,0.0
同一种调调,2,0.5
这一路走来,2,0.5
还好,2,0.5
辞九门回忆,2,0.0
风雨无阻,2,0.0
风华,2,0.5
Dezbracati,2,0.0
可惜不是你,2,1.0
领悟,2,0.5
非你莫属,2,1.0
Night Fever,2,1.0
Mieux que nous,2,0.5
花期,2,0.5
虫儿飞,2,1.0
行星,2,1.0
Seguir,2,0.5
Позови меня тихо по имени,2,0.5
Мастерство обманывать себя,2,1.0
火海,2,0.5
琴伤,2,0.0
初见,2,1.0
到最后爱你的人还是我,2,0.5
一些规律,2,0.5
一个,2,0.5
牵挂你的人是我,2,0.5
电台情歌,2,1.0
甜到爆表,2,0.5
Посвящение,2,0.5
天使的偏执,2,0.0
白雪公主,2,0.5
皮影戏,2,0.5
知足,2,0.0
Дом,2,1.0
约定,2,0.5
笨的可以,2,0.5
笑红尘,2,0.0
月亮不睡你不睡,2,0.5
兰亭序,2,0.5
公主病,2,0.5
有可能的夜晚,2,0.5
不想睡,2,0.0
梦一场,2,0.5
桥边姑娘,2,0.5
来自天堂的魔鬼,2,1.0
不管有多苦,2,0.0
止战之殇,2,1.0
残缺的彩虹,2,1.0
浮诛,2,0.0
如果爱下去,2,0.5
奶茶加糖,2,0.5
流沙,2,1.0
不只是想你,2,0.5
一百遍,2,1.0
爱要有你才完美,2,0.0
然后呢,2,0.0
渡情,2,1.0
温柔的慈悲,2,0.0
小情歌,2,0.5
无法实现的爱情,2,0.5
小行囊,2,1.0
对你爱不完,2,0.5
明明就,2,0.5
时光机,2,1.0
人设,2,0.5
暗示分离,2,1.0
最简单的声音,2,1.0
两个世界,2,0.0
东西南北兵,2,0.5
我们都一样,2,1.0
佛说,2,1.0
你是我的男神,2,1.0
你的酒馆对我打了烊,2,0.5
布谷鸟,2,1.0
差不多姑娘,2,0.5
我是如此相信,2,1.0
我想我不会爱你,2,0.0
伪装,2,1.0
余情未了,2,1.0
我的幸福刚刚好,2,0.0
无限大,2,0.0
我不难过,2,0.5
我们很好,2,0.5
我也许在等候,2,1.0
我们分手吧,2,1.0
像暗杀似的绕到背后突然拥抱你,2,0.5
全世界失眠,2,1.0
全日爱,2,1.0
你要的只是幸福,2,1.0
借口,2,1.0
我不愿爱得太疲惫,2,0.5
想要你在身边,2,1.0
借酒浇愁,2,1.0
往后余生,2,0.0
心中的日月,2,1.0
恋爱ing,2,0.5
180231,2,1.0
雨下一整晚,2,0.5
As Long As You Love Me,2,0.5
Abraços,2,0.5
Aankhen Khuli,2,0.0
COCO,1,0.0
30 Mинут,1,1.0
9277,1,1.0
Alice,1,1.0
All The Way Up,1,0.0
Another One Bites the Dust,1,1.0
Any song,1,1.0
Are You Lonesome Tonight,1,1.0
只要你肯对我说,1,1.0
只爱你一个人,1,1.0
骄傲的少年,1,0.0
马德里不思议,1,0.0
风雨彩虹铿锵玫瑰,1,0.0
风往北吹,1,1.0
Für immer,1,1.0
陨落,1,0.0
问情,1,0.0
酒过三巡,1,0.0
酒家,1,0.0
都怪我,1,1.0
那年初夏,1,1.0
遗憾也值得,1,1.0
迷人的危险,1,1.0
这样也好,1,0.0
恭喜发财,1,0.0
恨不相逢未嫁时,1,1.0
恍如昨天,1,1.0
思念是一种病,1,1.0
怎么能忘了,1,1.0
快乐天堂,1,1.0
忘记你好,1,0.0
忘了,1,0.0
心灵就是战场,1,1.0
心比天高情比纸薄,1,0.0
心恋,1,1.0
心如止水,1,1.0
心墙,1,0.0
当蝴离开了蝶,1,1.0
当我想你的时候,1,0.0
黑色幽默,1,0.0
像极了,1,1.0
假装,1,1.0
当你老了,1,0.0
引路的风筝,1,1.0
想着你亲爱的,1,1.0
想把我唱给你听,1,1.0
想家的时候,1,0.0
想太多,1,0.0
想你，零点零一分,1,0.0
想你的三百六十五天,1,1.0
情非得已,1,1.0
情话,1,1.0
情绪挑拨,1,1.0
情系半生,1,1.0
情深深雨濛濛,1,1.0
悬溺,1,1.0
慢慢来比较快,1,1.0
愿,1,0.0
愚人的国度,1,1.0
意料之外,1,1.0
倒数,1,1.0
倍儿爽,1,1.0
修炼爱情,1,1.0
你，好不好？,1,1.0
你那么爱她,1,0.0
你要相信自己配得上世间所有的美好,1,0.0
你要的全拿走,1,1.0
你给我多少时间,1,0.0
你给我一片天,1,1.0
当初的我们,1,0.0
当冬夜渐暖,1,0.0
兄弟,1,0.0
你没错,1,0.0
你比从前快乐,1,1.0
你是我的眼,1,1.0
你是我心內的一首歌,1,0.0
你打不过我吧,1,0.0
你会遇见更好的人,1,1.0
我对不起我,1,0.0
我好想你,1,0.0
我会好好的,1,0.0
我们都诚实一些,1,0.0
我们都是追梦人,1,1.0
我们的最后,1,0.0
我们不是只有现在吗,1,0.0
我不能失去你,1,1.0
懂得,1,1.0
懂事的年纪,1,1.0
开场秒下,1,1.0
广岛之恋,1,1.0
幻听,1,0.0
平凡先生,1,0.0
干啦 干啦,1,1.0
带我走,1,0.0
带你去旅行,1,1.0
希望所有的人都快乐,1,0.0
希望你明年冬天会回来,1,0.0
布拉格广场,1,0.0
左手指月,1,1.0
山水之间,1,1.0
屋顶,1,1.0
我很好，那么你呢？,1,0.0
你现在还好吗,1,1.0
你点亮的黑,1,0.0
我要我们在一起,1,0.0
我要快乐,1,1.0
我知道你不爱我,1,1.0
我的爱,1,1.0
我的未来式,1,0.0
我的心太乱,1,1.0
我的地盘,1,0.0
我的世界没有你,1,1.0
我爱的人,1,0.0
我爱你那么多,1,1.0
我爱你不问归期,1,1.0
我爱你,1,0.0
我是明星,1,1.0
我是一只鱼,1,0.0
我是一只小小鸟,1,1.0
我想更懂你,1,0.0
今宵酒醒何处,1,1.0
放爱情一个假,1,0.0
放个大招给你看,1,0.0
放不下,1,0.0
搁浅,1,0.0
提前忘记,1,1.0
掉了,1,0.0
抱歉抱歉,1,1.0
抱一抱,1,0.0
护花使者,1,1.0
才华有限公司,1,0.0
才会想起我,1,1.0
房间,1,1.0
我选择原谅,1,1.0
我这一生,1,0.0
我还想她,1,0.0
小薇,1,1.0
小手拉大手,1,0.0
小小的太阳,1,0.0
小半,1,0.0
将进酒,1,1.0
寻龙诀,1,1.0
对待坏女孩,1,1.0
冷酷到底,1,0.0
方圆几里,1,1.0
新贵妃醉酒,1,0.0
断了乱了,1,0.0
伤心的人别听慢歌,1,0.0
伤了心的女人怎么了,1,0.0
伊斯坦堡,1,1.0
任逍遥,1,1.0
他一定很爱你,1,0.0
春风十里,1,0.0
春庭雪,1,1.0
星球坠落,1,1.0
星月糖,1,0.0
明月圆如泪,1,0.0
明明白白我的心,1,1.0
明明很爱你,1,0.0
明天我要嫁给你,1,0.0
时间里的小偷,1,0.0
时间都去哪儿了,1,0.0
旧情人，我是时间的新欢,1,1.0
无能为力,1,1.0
无翼而飞,1,0.0
就是溜溜的她,1,0.0
少年中国,1,1.0
小跳蛙,1,0.0
最后的战役,1,0.0
曾经心痛,1,1.0
曲终人散,1,1.0
暖暖的依靠,1,0.0
暖暖,1,0.0
暖心,1,1.0
是想你的声音啊,1,1.0
今夜你会不会来,1,1.0
人间不值得,1,0.0
人生总会遇见各式各样的问题,1,0.0
人在风雨中,1,1.0
亲密爱人,1,1.0
五环之歌,1,0.0
二十年后再相会,1,1.0
习惯,1,0.0
乌云然,1,1.0
朋友别哭,1,1.0
有种离开叫舍不得,1,1.0
有点甜,1,1.0
有多少爱可以重来,1,0.0
有你的快乐,1,1.0
月半弯,1,0.0
月半小夜曲,1,0.0
最重要的决定,1,1.0
最近,1,0.0
举杯,1,1.0
为情所伤,1,1.0
中华民谣,1,0.0
两个普普通通小青年,1,1.0
东西,1,1.0
最炫民族风,1,1.0
最孤独的人,1,0.0
冲动的惩罚,1,0.0
冰天雪地,1,0.0
冬眠,1,1.0
写给黄淮,1,1.0
再见北极雪,1,0.0
再也,1,1.0
关山酒,1,1.0
宝贝宝贝,1,1.0
安宁,1,1.0
守候,1,1.0
学不会,1,1.0
孤芳自赏,1,0.0
孤独的牧羊人,1,0.0
本草纲目,1,1.0
末班车,1,0.0
期待爱,1,0.0
橘子汽水,1,0.0
梨花落,1,1.0
世界这么大还是遇见你,1,0.0
丑八怪,1,0.0
不说再见,1,1.0
不见就散,1,0.0
不要在我的伤口撒盐,1,0.0
不能说的秘密,1,1.0
不甘平凡的我们,1,1.0
不染,1,0.0
不找了,1,0.0
不愿一个人,1,0.0
桃花酒,1,0.0
桃花朵朵开,1,0.0
栀子花开,1,1.0
来不及在一起,1,1.0
不哭,1,1.0
不分手的恋爱,1,1.0
下雨天,1,1.0
下山,1,0.0
下一页的我,1,1.0
下一秒,1,1.0
三人游,1,1.0
沿途有你,1,1.0
没那么简单,1,1.0
没谈过恋爱,1,0.0
没有我的冬天你会不会冷,1,0.0
没有如果,1,1.0
汝南,1,0.0
永远永远,1,1.0
水墨丹青,1,1.0
每个人都是孤独的,1,1.0
如果你也听说,1,0.0
好想好想,1,0.0
好好爱个女孩,1,1.0
好久不见,1,1.0
她的眼睛会唱歌,1,1.0
失眠飞行,1,0.0
失恋阵线联盟,1,1.0
失恋不是一切,1,1.0
太聪明,1,0.0
天黑黑,1,1.0
天真,1,1.0
浪花一朵朵,1,0.0
流浪,1,0.0
不必说抱歉,1,0.0
不必在乎我是谁,1,0.0
不如跳舞,1,1.0
爱,1,1.0
熬夜上瘾,1,1.0
然后,1,1.0
烟花易冷,1,0.0
烟火里的尘埃,1,0.0
炸山姑娘,1,1.0
火红的萨日朗,1,1.0
满满,1,0.0
溺爱,1,1.0
湮灭,1,1.0
清明上河图,1,0.0
深情爱着你,1,1.0
淋雨一直走,1,0.0
海底,1,0.0
婉君,1,0.0
妥协,1,1.0
爱情骗子我问你,1,1.0
爱情之所以为爱情,1,1.0
爱情三十六计,1,1.0
爱很简单,1,0.0
爱很疯,1,1.0
爱到死心塌地,1,1.0
爱你的最后一天,1,0.0
爱了很久的朋友,1,1.0
万有引力,1,0.0
七月七日晴,1,0.0
一路两个人,1,1.0
一起摇摆,1,1.0
一百万个可能,1,0.0
一生有你,1,1.0
一生中最爱,1,0.0
爱久见人心,1,0.0
刚刚好,1,1.0
划地为牢,1,1.0
分裂,1,0.0
刀马旦,1,1.0
冷风吹,1,1.0
天生一对,1,1.0
天涯,1,0.0
天外来物,1,0.0
爱要怎么说出口,1,0.0
爱要坦荡荡,1,0.0
爱能有几平米,1,1.0
爱笑的女孩,1,1.0
爱的飞行日记,1,0.0
爱的世界,1,1.0
爱是你我,1,0.0
爱我就跟我走,1,1.0
狂浪生,1,0.0
犯贱,1,1.0
一次就好,1,0.0
一口气全念对,1,1.0
一千零一次我爱你,1,0.0
一别两宽,1,0.0
一个人的寂寞两个人的错,1,1.0
一个人挺好,1,0.0
爸爸去哪儿,1,0.0
爸爸你听我解释,1,1.0
父亲写的散文诗,1,0.0
爱，存在,1,0.0
别问我是谁,1,1.0
别害怕,1,1.0
别在伤口洒盐,1,0.0
别傻了,1,0.0
Улетали птицами гордыми,1,0.0
Не говори мне ничего,1,0.0
Комбат,1,0.0
Звезда,1,1.0
Жестокие дети(Instrumental),1,0.0
Жестокие дети,1,0.0
瘦瘦的,1,1.0
痛苦过,1,0.0
画中仙,1,1.0
男儿当自强,1,1.0
男人海洋,1,1.0
用力活着,1,1.0
甜甜咸咸,1,0.0
理想情人,1,0.0
王妃,1,0.0
狠狠哭,1,0.0
大头皮鞋,1,0.0
大哥别杀我,1,1.0
多期待,1,0.0
多想爱你,1,1.0
多想在平庸的生活拥抱你,1,0.0
多想和你说再见,1,1.0
外婆,1,0.0
城府,1,0.0
白色风车,1,0.0
白羊,1,0.0
いつも何度でも,1,0.0
ไม่สำคัญ,1,0.0
อยากมีพี่สาว,1,0.0
หิมาลัย,1,0.0
ขอใจเธอแลกเบอร์โทร (Remix Version),1,1.0
Я просто должен быть с тобой,1,1.0
第三者,1,1.0
第一页,1,0.0
笑脸,1,1.0
笑着结束,1,0.0
童话幻灭,1,0.0
称谓,1,1.0
矛盾,1,0.0
着魔,1,0.0
眠冬,1,1.0
百花香,1,0.0
天亮了,1,0.0
天下有情人,1,0.0
天上的星星不说话,1,0.0
大花轿,1,1.0
大眠,1,1.0
大田後生仔,1,0.0
给你们,1,1.0
红黑,1,0.0
类似爱情,1,0.0
hustler,1,0.0
Zoobi Doobi,1,1.0
YES！OK！,1,1.0
Wigen Wagen,1,1.0
Wide Awake,1,0.0
When We Were Young,1,0.0
Truth Hurts,1,0.0
Travesuras,1,1.0
Together Again,1,1.0
Tinh Yeu Mang Theo,1,0.0
Tanker,1,1.0
Sparks,1,1.0
Sometimes,1,1.0
坏姐姐,1,1.0
单车,1,1.0
千古绝唱,1,1.0
北极星的眼泪,1,0.0
勉为其难,1,1.0
因为爱所以爱,1,1.0
回心转意,1,0.0
回到拉萨,1,0.0
四面楚歌,1,0.0
嘻哈空姐,1,0.0
花太香,1,1.0
自作自受,1,1.0
背影,1,0.0
老爹,1,0.0
美,1,1.0
编花篮,1,0.0
莫斯科没有眼泪,1,0.0
若不是因为你,1,0.0
花桥流水,1,0.0
Someone Like You,1,1.0
Shape Of You,1,0.0
Señorita,1,1.0
Schnuffels Weihnachtslied,1,1.0
Rolling In The Deep,1,1.0
Panini,1,1.0
PLANET,1,0.0
One Sweet Day,1,1.0
"O, Боже, какой мужчина! (original)",1,1.0
My Boo,1,0.0
Mojito,1,1.0
花心,1,0.0
花好月圆夜,1,0.0
善念起,1,0.0
唱起小薇想起你,1,0.0
唯一,1,1.0
哭个痛快,1,1.0
哈姆雷特的眼泪,1,0.0
咖喱咖喱,1,0.0
告白气球,1,1.0
听我说谢谢你,1,1.0
听,1,0.0
只是太爱你,1,0.0
说不出口的自由,1,0.0
该死的懦弱,1,1.0
表白,1,0.0
行走在茫茫月光的中间,1,0.0
落叶归根,1,0.0
莫问归期,1,0.0
Hello,1,0.0
Gyalis Pro Alkaline & Sean Paul (Explicit),1,1.0
Good Drank,1,0.0
Girl Gone Wild,1,1.0
赶上好时候,1,1.0
走过咖啡屋,1,0.0
走火入魔,1,0.0
走了千万里,1,1.0
赢在江湖,1,0.0
败将,1,1.0
谢谢你的爱,1,1.0
谈恋爱,1,1.0
读者,1,1.0
请你给我好一点的情敌,1,0.0
嗜睡症,1,0.0
喜欢你怎么办,1,0.0
