right_song,total_count,is_right_probability
九九艳阳天,162,0.9320987654320988
漫步人生路,158,0.7658227848101266
让她降落,155,0.7870967741935484
洪湖水浪打浪,155,0.9032258064516129
心太软,152,0.9013157894736842
演员,146,0.6643835616438356
后来的我们,146,0.7876712328767124
独角戏,146,0.8082191780821918
可惜没如果,144,0.7986111111111112
大城小爱,143,0.6923076923076923
模特,142,0.5140845070422535
挪威的森林,141,0.7659574468085106
真的爱你,140,0.7142857142857143
一千年以后,139,0.697841726618705
说散就散,137,0.656934306569343
鸭子,137,0.7956204379562044
打靶归来,137,0.8029197080291971
发如雪,135,0.7481481481481481
值得,134,0.7238805970149254
味道,134,0.7910447761194029
奇妙能力歌,134,0.5895522388059702
寂寞沙洲冷,130,0.7692307692307693
我等到花儿也谢了,130,0.45384615384615384
死了都要爱,129,0.9224806201550387
夜曲,129,0.7209302325581395
永不失联的爱,125,0.76
伤心1999,124,0.7903225806451613
千里之外,124,0.9193548387096774
男孩,124,0.5725806451612904
痴心绝对,123,0.6910569105691057
剑心,121,0.6942148760330579
菊花台,120,0.6916666666666667
今天你要嫁给我,119,0.8907563025210085
时间煮雨,117,0.6324786324786325
求佛,117,0.5641025641025641
一念之间,115,0.7478260869565218
过火,113,0.672566371681416
董小姐,108,0.9074074074074074
白天不懂夜的黑,105,0.8095238095238095
我爱你中国,101,0.7722772277227723
成全,98,0.673469387755102
花香,98,0.5918367346938775
曹操,96,0.8020833333333334
理想三旬,92,0.5760869565217391
不浪漫罪名,92,0.6195652173913043
不得不爱,86,0.8023255813953488
借我,84,0.7142857142857143
风的季节,80,0.75
为你我受冷风吹,75,0.6533333333333333
谁明浪子心,73,0.5753424657534246
听说爱情回来过,72,0.5694444444444444
认真的雪,66,0.8181818181818182
云烟成雨,65,0.8153846153846154
牧羊曲,60,0.6
无怨无悔爱着你,59,0.6101694915254238
为了谁,59,0.6949152542372882
花房姑娘,58,0.5862068965517241
黄土高坡,58,0.5172413793103449
乌云中,57,0.6842105263157895
星语心愿,51,0.5294117647058824
不想长大,48,0.875
他不爱我,48,0.5
从头再来,47,0.6382978723404256
美丽的神话,45,0.7111111111111111
三月里的小雨,43,0.813953488372093
别怕我伤心,42,0.5
听海,39,0.7692307692307693
Wait Wait Wait,39,0.7948717948717948
映山红,39,0.7692307692307693
有没有人告诉你,36,0.8333333333333334
不是我不明白,34,0.5
宽容,32,0.5625
我和你,31,0.4838709677419355
Papillon,31,0.8709677419354839
星月神话,30,0.5333333333333333
红豆,30,0.7
信仰,30,0.43333333333333335
我和我的祖国,28,0.5714285714285714
乡间的小路,28,0.6785714285714286
雁南飞,27,0.7037037037037037
中国话,27,0.6666666666666666
你是我心内的一首歌,27,0.6666666666666666
终于明白,27,0.37037037037037035
天天想你,26,0.7692307692307693
大碗宽面,26,0.6923076923076923
太想爱你,25,0.64
我是真的爱你,24,0.4583333333333333
征服,23,0.8260869565217391
月光,22,0.5454545454545454
难以抗拒你容颜,21,0.47619047619047616
明月千里寄相思,21,0.5714285714285714
相约一九九八,20,0.65
青花瓷,19,0.7368421052631579
我的歌声里,19,0.631578947368421
小白杨,18,0.6666666666666666
不要对他说,17,0.4117647058823529
千年泪,16,0.375
东方红,15,1.0
一万个舍不得,15,0.8
如果没有你,15,0.5333333333333333
有一点动心,15,0.8
等你的季节,14,0.8571428571428571
一眼万年,14,0.21428571428571427
一二三四歌,14,0.7857142857142857
三寸天堂,14,0.5
在那桃花盛开的地方,13,0.3076923076923077
一念执着,12,0.4166666666666667
咱当兵的人,12,0.75
月亮之上,12,0.9166666666666666
我们不一样,12,0.6666666666666666
花儿为什么这样红,11,0.6363636363636364
蒙娜丽莎的眼泪,11,0.5454545454545454
白月光,11,0.6363636363636364
无愧于心,10,0.4
杀破狼,9,0.5555555555555556
等待,9,0.6666666666666666
从开始到现在,9,0.5555555555555556
等一分钟,9,0.4444444444444444
走进新时代,9,0.3333333333333333
走四方,8,0.75
千纸鹤,8,0.5
其实你不懂我的心,8,0.375
用情,7,0.42857142857142855
海草舞,7,0.8571428571428571
笨小孩,7,0.42857142857142855
爱就一个字,7,0.14285714285714285
爱情转移,7,0.7142857142857143
小酒窝,7,1.0
你走你的路,7,0.5714285714285714
说谎,7,0.5714285714285714
六月的雨,7,0.5714285714285714
我怀念的,7,0.2857142857142857
做你的男人,6,0.3333333333333333
野百合也有春天,5,0.6
逍遥叹,5,0.4
一直很安静,5,0.8
最熟悉的陌生人,5,0.8
突然好想你,5,0.6
学猫叫,5,1.0
伤心太平洋,5,0.6
热情的沙漠,5,0.4
背叛,4,0.75
至少还有你,4,0.5
沙漠骆驼,4,0.25
梦驼铃,4,0.5
追梦人,4,0.25
浪人情歌,4,0.75
心雨,4,0.75
让我一次爱个够,4,0.5
选择,3,0.0
过客,3,0.6666666666666666
体面,3,0.6666666666666666
有个爱你的人不容易,3,0.3333333333333333
爱你一万年,3,1.0
追光者,3,0.3333333333333333
让我欢喜让我忧,3,0.3333333333333333
稻香,3,0.3333333333333333
青苹果乐园,3,0.6666666666666666
认错,3,0.6666666666666666
祝福,3,0.3333333333333333
画心,3,0.3333333333333333
光年之外,3,0.3333333333333333
年少有为,3,0.3333333333333333
三国恋,2,0.5
风中有朵雨做的云,2,0.5
青梅竹马,2,0.5
冬季到台北来看雨,2,1.0
说好的幸福呢,2,0.0
野狼disco,2,0.5
偏爱,2,0.0
你究竟有几个好妹妹,2,0.5
此生不换,2,1.0
没有情人的情人节,2,0.0
感恩的心,2,0.5
归去来,2,1.0
我最亲爱的,2,0.5
平凡之路,2,0.0
贝加尔湖畔,2,0.5
忘记时间,2,1.0
心跳,2,0.5
仰望,2,0.5
谁的眼泪在飞,2,0.0
羞答答的玫瑰静悄悄地开,2,0.0
红颜旧,2,1.0
花田错,2,0.5
狮子座,2,0.5
生生世世爱,2,0.0
陷阱,1,1.0
一代女皇,1,1.0
雾里看花,1,1.0
阿拉斯加海湾,1,1.0
执着,1,1.0
野花,1,0.0
往事只能回味,1,1.0
彩虹,1,0.0
归去来兮,1,1.0
特别的爱给特别的你,1,0.0
爱转角,1,1.0
爱要有你才完美,1,1.0
我们的歌,1,0.0
假如,1,1.0
日不落,1,1.0
寂寞寂寞就好,1,1.0
芒种,1,1.0
天使的翅膀,1,0.0
舍不得,1,0.0
孤单心事,1,1.0
萍聚,1,0.0
不管有多苦,1,1.0
