right_song,total_count,is_right_probability
冬天里的一把火,346,0.8786127167630058
山不转水转,345,0.7884057971014493
难忘今宵,345,0.8695652173913043
好汉歌,334,0.9251497005988024
雨蝶,318,0.7012578616352201
玫瑰玫瑰我爱你,317,0.8927444794952681
忘了你忘了我,316,0.6329113924050633
送别,316,0.45569620253164556
挪威的森林,315,0.7746031746031746
敖包相会,315,0.692063492063492
心太软,314,0.9585987261146497
刀剑如梦,314,0.6815286624203821
鸭子,310,0.8548387096774194
独角戏,310,0.7580645161290323
我的未来不是梦,308,0.8831168831168831
发如雪,307,0.6482084690553745
夜空中最亮的星,306,0.8235294117647058
一辈子的孤单,305,0.8655737704918033
值得,305,0.7836065573770492
大城小爱,304,0.5526315789473685
永不失联的爱,303,0.735973597359736
南屏晚钟,302,0.8543046357615894
味道,302,0.8079470198675497
一言难尽,301,0.7109634551495017
寂寞沙洲冷,301,0.6578073089700996
英雄泪,297,0.6026936026936027
一千年以后,296,0.6858108108108109
向天再借五百年,295,0.9084745762711864
九九艳阳天,294,0.9081632653061225
过火,293,0.5017064846416383
死了都要爱,290,0.8758620689655172
洪湖水浪打浪,286,0.9020979020979021
老鼠爱大米,286,0.8881118881118881
霸王别姬,286,0.7727272727272727
男孩,286,0.527972027972028
精忠报国,285,0.8736842105263158
用心良苦,284,0.8204225352112676
暗香,282,0.7127659574468085
因为爱情,280,0.9285714285714286
漫步人生路,280,0.6464285714285715
2002年的第一场雪,279,0.9390681003584229
剑心,279,0.5483870967741935
千里之外,278,0.8705035971223022
消愁,277,0.6498194945848376
月亮惹的祸,276,0.894927536231884
一念之间,276,0.7572463768115942
东风破,276,0.7101449275362319
我等到花儿也谢了,274,0.5072992700729927
凉凉,274,0.5912408759124088
沉默是金,274,0.6678832116788321
那些年,273,0.7362637362637363
忘情水,272,0.8823529411764706
爱你,271,0.8560885608856088
董小姐,270,0.8111111111111111
让她降落,269,0.7806691449814126
终于等到你,269,0.7360594795539034
时间煮雨,269,0.5724907063197026
菊花台,268,0.6902985074626866
真的爱你,262,0.7251908396946565
理想三旬,262,0.5419847328244275
今天你要嫁给我,261,0.896551724137931
打靶归来,260,0.7961538461538461
星星点灯,255,0.8705882352941177
求佛,253,0.49407114624505927
北京的金山上,252,0.8333333333333334
你是我胸口永远的痛,252,0.8253968253968254
夜曲,251,0.6932270916334662
我们,248,0.6491935483870968
后来的我们,247,0.6923076923076923
痴心绝对,245,0.7673469387755102
一直很安静,242,0.7272727272727273
借我,240,0.6416666666666667
逍遥叹,239,0.6276150627615062
白天不懂夜的黑,238,0.773109243697479
六月的雨,238,0.6848739495798319
说散就散,237,0.6033755274261603
无怨无悔爱着你,236,0.6779661016949152
杀破狼,235,0.5191489361702127
波斯猫,234,0.8034188034188035
偏爱,233,0.7296137339055794
此生不换,232,0.7112068965517241
九百九十九朵玫瑰,230,0.9
忘记时间,228,0.8552631578947368
红颜旧,225,0.6533333333333333
妈妈的吻,224,0.9107142857142857
生生世世爱,224,0.7767857142857143
曹操,222,0.5990990990990991
成全,221,0.669683257918552
云烟成雨,219,0.7534246575342466
当,218,0.6926605504587156
你是风儿我是沙,216,0.8333333333333334
花香,210,0.7619047619047619
自从有了你,207,0.8115942028985508
认真的雪,206,0.7766990291262136
红尘有你,197,0.7208121827411168
唱支山歌给党听,194,0.8041237113402062
为你我受冷风吹,193,0.6735751295336787
真心英雄,191,0.680628272251309
乌云中,190,0.7052631578947368
爱情买卖,187,0.9037433155080213
不得不爱,186,0.7795698924731183
独家记忆,185,0.7891891891891892
倩女幽魂,182,0.6373626373626373
不想长大,177,0.8757062146892656
Wait Wait Wait,171,0.847953216374269
我爱你中国,169,0.7041420118343196
情歌,167,0.5988023952095808
风的季节,166,0.6385542168674698
听说爱情回来过,163,0.5950920245398773
隐形的翅膀,157,0.7834394904458599
伤心1999,156,0.7628205128205128
夜来香,154,0.9090909090909091
江湖笑,149,0.7651006711409396
有没有人告诉你,148,0.8040540540540541
Papillon,146,0.7191780821917808
勇气,144,0.7222222222222222
九月九的酒,143,0.9020979020979021
七里香,143,0.6783216783216783
天下无双,141,0.6453900709219859
牧羊曲,140,0.6714285714285714
江南,139,0.6402877697841727
黄土高坡,135,0.5111111111111111
他不爱我,135,0.6962962962962963
红旗飘飘,129,0.8449612403100775
太多,129,0.8372093023255814
星语心愿,129,0.6511627906976745
大碗宽面,129,0.7054263565891473
中国话,127,0.5669291338582677
难念的经,126,0.7142857142857143
不浪漫罪名,125,0.6
别怕我伤心,121,0.6033057851239669
对你爱不完,113,0.9203539823008849
三月里的小雨,109,0.6972477064220184
谁明浪子心,108,0.4537037037037037
敢问路在何方,107,0.8691588785046729
青花瓷,107,0.6728971962616822
父亲,106,0.7641509433962265
信仰,105,0.5333333333333333
听海,104,0.7307692307692307
美丽的神话,102,0.7058823529411765
我的歌声里,101,0.5247524752475248
花房姑娘,95,0.5157894736842106
太想爱你,94,0.5638297872340425
月亮之上,90,0.7888888888888889
为了谁,89,0.651685393258427
一万个舍不得,88,0.7272727272727273
从头再来,86,0.6395348837209303
星月神话,86,0.5348837209302325
红豆,81,0.6049382716049383
我是真的爱你,80,0.5625
终于明白,78,0.5897435897435898
天天想你,78,0.7051282051282052
难以抗拒你容颜,76,0.5394736842105263
等一分钟,75,0.84
不是我不明白,75,0.41333333333333333
征服,75,0.6266666666666667
映山红,73,0.7123287671232876
我们不一样,73,0.6027397260273972
懂你,71,0.7183098591549296
不要对他说,68,0.5882352941176471
大中国,67,0.8955223880597015
乡间的小路,67,0.5223880597014925
宽容,67,0.5223880597014925
海草舞,65,0.7076923076923077
你是我心内的一首歌,63,0.6825396825396826
月光,58,0.6379310344827587
爱情转移,56,0.5892857142857143
无愧于心,55,0.4909090909090909
雁南飞,55,0.7636363636363637
我和我的祖国,55,0.6545454545454545
你快回来,53,0.9433962264150944
我和你,53,0.41509433962264153
学猫叫,51,0.7058823529411765
小酒窝,50,0.74
仰望,49,0.5918367346938775
归去来,48,0.4375
蒙娜丽莎的眼泪,48,0.4791666666666667
明月千里寄相思,47,0.6382978723404256
千年泪,46,0.34782608695652173
一眼万年,45,0.7111111111111111
笨小孩,44,0.5
如果没有你,41,0.5609756097560976
相约一九九八,41,0.4146341463414634
有一点动心,41,0.3902439024390244
沙漠骆驼,40,0.55
三寸天堂,40,0.45
小白杨,40,0.625
突然好想你,40,0.7
东方红,40,0.6
我只在乎你,38,0.9473684210526315
孤单北半球,37,0.6486486486486487
千纸鹤,36,0.6111111111111112
等待,36,0.6111111111111112
等你的季节,36,0.6666666666666666
一二三四歌,35,0.6857142857142857
光年之外,35,0.42857142857142855
白月光,34,0.5588235294117647
在那桃花盛开的地方,33,0.36363636363636365
一念执着,32,0.5
稻香,32,0.4375
宁夏,31,0.7096774193548387
遇见,31,0.5483870967741935
咱当兵的人,30,0.5
花儿为什么这样红,30,0.6333333333333333
年少有为,30,0.7
我怀念的,29,0.6896551724137931
画心,28,0.6428571428571429
从开始到现在,27,0.48148148148148145
走进新时代,25,0.64
爱就一个字,25,0.52
追光者,25,0.48
其实你不懂我的心,24,0.5416666666666666
心跳,23,0.6521739130434783
你走你的路,23,0.5652173913043478
热情的沙漠,23,0.5217391304347826
说好的幸福呢,23,0.5217391304347826
体面,22,0.8181818181818182
有个爱你的人不容易,22,0.45454545454545453
说谎,21,0.5238095238095238
走四方,21,0.5238095238095238
我最亲爱的,21,0.6190476190476191
爱你一万年,20,0.55
野百合也有春天,18,0.3888888888888889
追梦人,18,0.3888888888888889
狮子座,17,0.29411764705882354
最熟悉的陌生人,16,0.6875
平凡之路,16,0.5
心雨,16,0.5625
往事只能回味,16,0.375
伤心太平洋,16,0.625
花田错,16,0.4375
三国恋,15,0.3333333333333333
贝加尔湖畔,15,0.6
梦驼铃,15,0.4666666666666667
用情,13,0.5384615384615384
彩虹,13,0.38461538461538464
野狼disco,13,0.46153846153846156
日不落,12,0.4166666666666667
至少还有你,12,1.0
浪人情歌,11,0.36363636363636365
芒种,11,0.5454545454545454
认错,10,0.7
让我一次爱个够,10,0.5
做你的男人,10,0.6
爱转角,10,0.7
背叛,8,0.5
选择,8,0.5
祝福,8,0.625
岁月神偷,7,0.2857142857142857
慢慢喜欢你,7,0.42857142857142855
我们的歌,6,0.5
阿刁,6,0.8333333333333334
当我要走的时候,5,0.8
谁的眼泪在飞,5,0.8
让我欢喜让我忧,4,0.25
舍不得,4,0.0
天使的翅膀,4,0.75
羞答答的玫瑰静悄悄地开,3,0.0
没有情人的情人节,3,0.3333333333333333
冬季到台北来看雨,3,1.0
你究竟有几个好妹妹,3,1.0
最美的期待,3,0.3333333333333333
风中有朵雨做的云,3,0.3333333333333333
将军令,2,0.5
弯弯的月亮,2,1.0
为你写诗,2,0.0
爱情悬崖,2,1.0
你比从前快乐,2,1.0
特务J,2,0.5
孤单心事,2,0.5
暖心,2,0.0
晚秋,2,0.5
只对你有感觉,2,0.0
全日爱,2,0.5
万有引力,2,0.0
涛声依旧,2,0.5
缘分一道桥,2,0.5
一起吃苦的幸福,1,0.0
迷宫,1,0.0
一生有你,1,1.0
Жестокие дети,1,1.0
Свет,1,1.0
Берега России,1,1.0
一生中最爱,1,1.0
ถ้าสักวันเธอจะกล้าพอ อิน บูโดกัน,1,0.0
แค่ได้เป็นคนสุดท้ายที่เธอคิดถึง,1,1.0
雪中情,1,0.0
雾里看花,1,1.0
你说的以后,1,1.0
你要相信自己配得上世间所有的美好,1,0.0
你莫走,1,0.0
火红的萨日朗,1,1.0
漫步,1,0.0
冷风吹,1,0.0
歌颂者,1,1.0
欠我个未来,1,1.0
冷酷到底,1,0.0
梦的翅膀受了伤,1,0.0
别想她,1,1.0
出卖我,1,1.0
兜圈,1,1.0
其实我们都有故事,1,1.0
再也,1,0.0
冰雨,1,1.0
桥边姑娘,1,0.0
梦想启动,1,1.0
样（YOUNG）,1,0.0
匿名的安慰,1,1.0
别爱太满别睡太晚,1,1.0
无所谓,1,0.0
感恩的心,1,1.0
后会无期,1,1.0
最天使,1,0.0
最后我们没在一起,1,1.0
向快乐出发,1,1.0
春娇与志明,1,0.0
最长的电影,1,1.0
最美,1,0.0
朋友别哭,1,1.0
枫,1,1.0
忽如一面,1,1.0
情绪挑拨,1,0.0
想起了你,1,0.0
想把我唱给你听,1,1.0
忘记你好,1,1.0
我不是伟人,1,1.0
原来占据你内心的人不是我,1,1.0
口香糖,1,1.0
无能为力,1,1.0
原来你什么都不想要,1,1.0
我不配拥有,1,0.0
Апофеоз,1,0.0
Tänk dig,1,0.0
Trampoline,1,0.0
那么骄傲,1,0.0
透明,1,1.0
我怎么这么好看,1,0.0
我可以抱你吗,1,1.0
女人花,1,0.0
我们的爱,1,0.0
失恋事小,1,1.0
回忆那么伤,1,0.0
我的爱,1,0.0
我是女生,1,0.0
多想爱你,1,0.0
外婆,1,1.0
我要吃肉肉,1,1.0
我要我们在一起,1,1.0
放个大招给你看,1,1.0
执着,1,0.0
心电心,1,1.0
心恋,1,1.0
XO TOUR Llif3,1,0.0
第一次,1,1.0
第三者,1,0.0
笑纳,1,1.0
当爱已成往事,1,0.0
小哥哥一起吗,1,0.0
心乱乱,1,0.0
知足,1,1.0
看淡,1,0.0
相思成灾,1,1.0
你的微笑,1,1.0
疗伤烧肉粽,1,0.0
孤芳自赏,1,0.0
睡到十二点,1,1.0
学不会,1,0.0
寂寞的恋人啊,1,0.0
爱，存在,1,0.0
爱的主打歌,1,0.0
爱吹情散,1,1.0
爱怎么放手,1,0.0
倔强,1,1.0
倍儿爽,1,1.0
狂浪,1,1.0
特别关系,1,0.0
甜到爆表,1,1.0
琴伤,1,0.0
猪猪侠,1,0.0
任逍遥,1,0.0
你是你的,1,1.0
你是我今生难忘的梦,1,0.0
你是我老婆,1,1.0
你现在还好吗,1,0.0
你陪我一程 我念你一生,1,0.0
爱一个人好难,1,1.0
离开的借口,1,1.0
青梅竹马,1,0.0
专属天使,1,1.0
不愿一个人,1,1.0
中华民谣,1,0.0
下一页的我,1,0.0
红备军的信仰,1,1.0
红色高跟鞋,1,1.0
人间惊鸿客,1,0.0
云在飞,1,1.0
美丽女人,1,0.0
从不为自己活,1,1.0
青春修炼手册,1,0.0
下一秒,1,1.0
青苹果乐园,1,0.0
谁家公子,1,0.0
广东十年爱情故事,1,0.0
落叶的忧伤,1,0.0
庐州月,1,1.0
读者,1,1.0
过客,1,1.0
赢在江湖,1,1.0
野花,1,1.0
阍者,1,1.0
陌生的城市,1,0.0
马德里不思议,1,0.0
Schnuffels Weihnachtslied,1,0.0
Money,1,1.0
Talk,1,1.0
Di da di,1,1.0
